DapipId,AgencyId,AgencyName,ProgramId,ProgramName,SequentialId,InitialDateFlag,AccreditationDate,AccreditationStatus,ReviewDate,DepartmentDescription,AccreditationEndDate,EndingActionId
163295003,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,11/11/1999 12:00:00 AM,Accredited,,,,
163295006,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,11/11/1986 12:00:00 AM,Accredited,12/31/2009,,,
163295007,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,11/11/1999 12:00:00 AM,Accredited,,,,
145567004,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,10/7/1994 12:00:00 AM,Accredited,12/31/2027,,,
145567005,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,5/24/2002 12:00:00 AM,Accredited,12/31/2027,,,
145567006,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/14/2009 12:00:00 AM,Accredited,12/31/2027,,,
145567007,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/14/2009 12:00:00 AM,Accredited,12/31/2027,,,
159993001,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/18/2017 12:00:00 AM,Accredited,12/31/2023,,6/30/2019 12:00:00 AM,1
160074007,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/12/2025 12:00:00 AM,Accredited,12/31/2026,,,
160199001,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/7/2014 12:00:00 AM,Accredited,12/31/2030,,,
160357006,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,2/17/2014 12:00:00 AM,Accredited,12/31/2021,,12/1/2018 12:00:00 AM,2
160357006,21,Council on Occupational Education,1,Institutional Accreditation,2,Actual,2/17/2014 12:00:00 AM,Accredited,12/31/2021,,12/1/2018 12:00:00 AM,1
160357003,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/10/2001 12:00:00 AM,Accredited,12/31/2027,,,
160357004,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,2/27/2004 12:00:00 AM,Accredited,12/31/2021,,6/1/2020 12:00:00 AM,2
160357005,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,12/2/2009 12:00:00 AM,Accredited,12/31/2027,,,
159717002,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/29/2013 12:00:00 AM,Accredited,12/31/2030,,,
159717004,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/7/2018 12:00:00 AM,Accredited,12/31/2030,,,
160199002,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/7/2014 12:00:00 AM,Accredited,12/31/2025,,6/30/2023 12:00:00 AM,3
160199003,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/7/2014 12:00:00 AM,Accredited,12/31/2030,,,
160199004,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/13/2019 12:00:00 AM,Accredited,12/31/2030,,,
160199005,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,12/11/2023 12:00:00 AM,Accredited,12/31/2030,,7/23/2026 12:00:00 AM,3
163064004,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,2/9/2009 12:00:00 AM,Accredited,12/31/2019,,,
163064005,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,3/11/2005 12:00:00 AM,Accredited,12/31/2019,,5/5/2019 12:00:00 AM,2
161068002,21,Council on Occupational Education,1,Institutional Accreditation,1,Estimated,2/16/2013 12:00:00 AM,Accredited,,,1/1/2016 12:00:00 AM,1
161068003,21,Council on Occupational Education,1,Institutional Accreditation,1,Estimated,2/16/2013 12:00:00 AM,Accredited,,,1/1/2016 12:00:00 AM,1
161068004,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,2/18/2013 12:00:00 AM,Accredited,12/31/2024,,7/1/2020 12:00:00 AM,3
161554002,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,2/8/2000 12:00:00 AM,Accredited,12/31/2029,,,
161688001,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,2/22/2016 12:00:00 AM,Accredited,12/31/2031,,,
162089002,21,Council on Occupational Education,1,Institutional Accreditation,1,Estimated,2/15/2014 12:00:00 AM,Accredited,,,10/6/2016 12:00:00 AM,1
155177003,21,Council on Occupational Education,1,Institutional Accreditation,1,Estimated,7/31/2012 12:00:00 AM,Accredited,12/31/2027,,,
155177005,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/16/2021 12:00:00 AM,Accredited,12/31/2027,,,
155496002,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,2/17/2014 12:00:00 AM,Accredited,12/31/2029,,,
144713002,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,2/20/2012 12:00:00 AM,Accredited,12/31/2029,,,
155876001,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,1/23/2008 12:00:00 AM,Accredited,12/15/2020,,9/20/2018 12:00:00 AM,1
155247002,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,12/11/2023 12:00:00 AM,Accredited,12/31/2025,,,
156541002,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/15/2014 12:00:00 AM,Accredited,,,4/14/2016 12:00:00 AM,1
156657002,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,3/18/1992 12:00:00 AM,Accredited,12/31/2028,,,
155876003,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/11/1996 12:00:00 AM,Accredited,12/15/2020,,9/20/2018 12:00:00 AM,1
157711006,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/12/2025 12:00:00 AM,Accredited,12/31/2030,,,
156921001,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,11/2/2011 12:00:00 AM,Accredited,12/31/2027,,,
157030006,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,12/1/1990 12:00:00 AM,Accredited,12/31/2021,,8/25/2020 12:00:00 AM,2
163295008,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,11/11/1999 12:00:00 AM,Accredited,,,,
163295010,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,11/11/1999 12:00:00 AM,Accredited,,,,
165291005,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/22/2004 12:00:00 AM,Accredited,,,1/1/2010 12:00:00 AM,1
165291003,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/22/2004 12:00:00 AM,Accredited,,,1/1/2010 12:00:00 AM,1
163666003,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/14/2009 12:00:00 AM,Accredited,12/31/2012,,3/31/2010 12:00:00 AM,1
164207001,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/7/2014 12:00:00 AM,Accredited,12/31/2028,,,
164216007,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/16/2013 12:00:00 AM,Accredited,12/31/2019,,3/27/2019 12:00:00 AM,1
164216009,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/16/2013 12:00:00 AM,Accredited,12/31/2019,,3/27/2019 12:00:00 AM,1
164216016,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/16/2013 12:00:00 AM,Accredited,12/31/2019,,3/27/2019 12:00:00 AM,1
162973001,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,8/1/2019 12:00:00 AM,Accredited,12/31/2021,,9/26/2019 12:00:00 AM,1
163064003,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/13/2011 12:00:00 AM,Accredited,12/31/2019,,8/22/2018 12:00:00 AM,2
163064003,21,Council on Occupational Education,1,Institutional Accreditation,2,Actual,9/12/2011 12:00:00 AM,Accredited,12/31/2020,,8/25/2018 12:00:00 AM,1
162830002,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/13/2003 12:00:00 AM,Accredited,12/31/2027,,,
162520002,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/9/2001 12:00:00 AM,Accredited,06/30/2031,,,
162672002,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,10/6/2003 12:00:00 AM,Accredited,,,7/23/2015 12:00:00 AM,1
162089004,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/7/2014 12:00:00 AM,Accredited,12/31/2020,,6/30/2019 12:00:00 AM,2
162201001,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/17/2012 12:00:00 AM,Accredited,12/31/2023,,4/1/2020 12:00:00 AM,1
161554004,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,1/26/2010 12:00:00 AM,Accredited,12/31/2029,,,
161660003,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/29/2012 12:00:00 AM,Accredited,12/31/2030,,,
182847,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/9/2001 12:00:00 AM,Accredited,12/31/2019,,,
146010002,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,12/22/2003 12:00:00 AM,Accredited,12/31/2021,,8/23/2022 12:00:00 AM,5
146010003,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,12/16/2009 12:00:00 AM,Accredited,12/31/2021,,3/5/2021 12:00:00 AM,1
161031004,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,7/5/2015 12:00:00 AM,Accredited,06/30/2032,,,
161068006,21,Council on Occupational Education,1,Institutional Accreditation,1,Estimated,2/16/2013 12:00:00 AM,Accredited,,,1/1/2016 12:00:00 AM,1
161068008,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/21/2015 12:00:00 AM,Accredited,12/31/2024,,7/1/2020 12:00:00 AM,3
212382002,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,12/2/1989 12:00:00 AM,Accredited,12/31/2028,,,
212382003,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,12/19/2002 12:00:00 AM,Accredited,12/31/2028,,,
212382004,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,12/2/1989 12:00:00 AM,Accredited,12/31/2010,,10/23/2008 12:00:00 AM,1
182555,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/26/1990 12:00:00 AM,Accredited,,,2/9/2009 12:00:00 AM,1
217855002,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,4/10/2012 12:00:00 AM,Accredited,12/31/2029,,,
217563002,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,7/25/2014 12:00:00 AM,Accredited,12/31/2017,,4/12/2019 12:00:00 AM,2
216463002,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/4/2010 12:00:00 AM,Accredited,12/31/2021,,3/24/2017 12:00:00 AM,2
216542002,21,Council on Occupational Education,1,Institutional Accreditation,1,Estimated,2/22/2015 12:00:00 AM,Accredited,12/31/2024,,,
216542003,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/13/2010 12:00:00 AM,Accredited,12/31/2024,,,
216542004,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/13/2010 12:00:00 AM,Accredited,12/31/2024,,,
216597002,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/13/2010 12:00:00 AM,Accredited,,,,
216597003,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,1/26/2011 12:00:00 AM,Accredited,,,,
215044002,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/16/2018 12:00:00 AM,Accredited,12/30/2027,,,
216001001,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,11/2/2011 12:00:00 AM,Accredited,12/31/2026,,,
145567003,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/23/1992 12:00:00 AM,Accredited,12/31/2027,,,
145567008,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/14/2009 12:00:00 AM,Accredited,12/31/2027,,,
145567010,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/16/2018 12:00:00 AM,Accredited,12/31/2027,,,
216542006,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/13/2010 12:00:00 AM,Accredited,12/31/2024,,,
149417,21,Council on Occupational Education,1,Institutional Accreditation,1,Estimated,9/30/2014 12:00:00 AM,Accredited,12/31/2026,,6/30/2026 12:00:00 AM,6
149417,21,Council on Occupational Education,1,Institutional Accreditation,2,Estimated,6/1/2013 12:00:00 AM,Preaccredited,,,9/30/2014 12:00:00 AM,1
185509,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,12/15/2010 12:00:00 AM,Accredited,12/31/2028,,,
185509,21,Council on Occupational Education,1,Institutional Accreditation,2,Actual,11/4/2009 12:00:00 AM,Preaccredited,,,12/15/2010 12:00:00 AM,1
188012,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/17/2012 12:00:00 AM,Accredited,12/31/2018,,11/7/2017 12:00:00 AM,2
188012,21,Council on Occupational Education,1,Institutional Accreditation,2,Actual,6/4/2011 12:00:00 AM,Preaccredited,,,9/1/2012 12:00:00 AM,1
187727,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/12/2015 12:00:00 AM,Accredited,,,7/1/2022 12:00:00 AM,1
187727,21,Council on Occupational Education,1,Institutional Accreditation,2,Actual,11/5/2013 12:00:00 AM,Preaccredited,,,6/12/2015 12:00:00 AM,1
188562,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/20/2005 12:00:00 AM,Accredited,,,5/23/2011 12:00:00 AM,1
188669,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/11/2004 12:00:00 AM,Accredited,12/31/2027,,,13
189282,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/22/2004 12:00:00 AM,Accredited,12/31/2009,,12/3/2009 12:00:00 AM,1
189316,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/9/2006 12:00:00 AM,Accredited,12/31/2030,,,16
189334,21,Council on Occupational Education,1,Institutional Accreditation,1,Estimated,7/1/2006 12:00:00 AM,Accredited,12/31/2012,,4/14/2009 12:00:00 AM,1
189352,21,Council on Occupational Education,1,Institutional Accreditation,1,Estimated,7/1/2005 12:00:00 AM,Preaccredited,,,6/10/2016 12:00:00 AM,1
189352,21,Council on Occupational Education,1,Institutional Accreditation,2,Actual,7/1/2005 12:00:00 AM,Accredited,,,6/10/2016 12:00:00 AM,1
189617,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,2/15/2005 12:00:00 AM,Accredited,12/31/2010,,6/1/2011 12:00:00 AM,1
189635,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/10/2005 12:00:00 AM,Accredited,12/31/2029,,,
189653,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/9/2006 12:00:00 AM,Accredited,12/31/2029,,11/20/2024 12:00:00 AM,7
189769,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/20/2005 12:00:00 AM,Accredited,12/31/2026,,,
189802,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/22/2004 12:00:00 AM,Accredited,12/31/2023,,6/6/2024 12:00:00 AM,5
189820,21,Council on Occupational Education,1,Institutional Accreditation,1,Estimated,7/1/2003 12:00:00 AM,Preaccredited,,,7/1/2007 12:00:00 AM,1
189884,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,2/15/2005 12:00:00 AM,Accredited,12/31/2028,,,
190053,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/14/2002 12:00:00 AM,Accredited,12/31/2014,,,
189185,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/22/2004 12:00:00 AM,Accredited,12/31/2014,,12/18/2015 12:00:00 AM,1
187994,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/4/2011 12:00:00 AM,Preaccredited,,,9/17/2012 12:00:00 AM,1
187994,21,Council on Occupational Education,1,Institutional Accreditation,2,Actual,9/17/2012 12:00:00 AM,Accredited,,,12/7/2017 12:00:00 AM,1
188049,21,Council on Occupational Education,1,Institutional Accreditation,1,Estimated,6/1/2013 12:00:00 AM,Preaccredited,,,6/29/2013 12:00:00 AM,1
188049,21,Council on Occupational Education,1,Institutional Accreditation,2,Actual,6/29/2013 12:00:00 AM,Accredited,12/31/2031,,,
188058,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/4/2011 12:00:00 AM,Preaccredited,,,7/1/2012 12:00:00 AM,1
188058,21,Council on Occupational Education,1,Institutional Accreditation,2,Estimated,7/1/2012 12:00:00 AM,Accredited,,,9/13/2016 12:00:00 AM,1
187815,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/29/2012 12:00:00 AM,Accredited,12/31/2029,,,
187815,21,Council on Occupational Education,1,Institutional Accreditation,2,Actual,6/4/2011 12:00:00 AM,Preaccredited,,,6/29/2012 12:00:00 AM,1
187976,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,2/18/2013 12:00:00 AM,Accredited,12/31/2030,,,
187976,21,Council on Occupational Education,1,Institutional Accreditation,2,Actual,6/4/2011 12:00:00 AM,Preaccredited,,,2/16/2013 12:00:00 AM,1
189033,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,2/6/2001 12:00:00 AM,Accredited,12/31/2009,,6/30/2013 12:00:00 AM,1
188030,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/17/2012 12:00:00 AM,Accredited,12/31/2028,,,
188030,21,Council on Occupational Education,1,Institutional Accreditation,2,Actual,6/4/2011 12:00:00 AM,Preaccredited,,,6/29/2012 12:00:00 AM,1
188580,21,Council on Occupational Education,1,Institutional Accreditation,1,Estimated,7/1/2006 12:00:00 AM,Accredited,12/31/2012,,2/22/2008 12:00:00 AM,1
188599,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/20/2005 12:00:00 AM,Accredited,12/31/2030,,,
188614,21,Council on Occupational Education,1,Institutional Accreditation,1,Estimated,7/1/2004 12:00:00 AM,Preaccredited,,,6/30/2007 12:00:00 AM,1
188632,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/18/2007 12:00:00 AM,Accredited,12/31/2019,,2/17/2019 12:00:00 AM,3
188632,21,Council on Occupational Education,1,Institutional Accreditation,2,Estimated,7/1/2005 12:00:00 AM,Preaccredited,12/31/2013,,9/18/2007 12:00:00 AM,1
188650,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/9/2006 12:00:00 AM,Accredited,12/31/2012,,11/30/2007 12:00:00 AM,1
188748,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/13/2003 12:00:00 AM,Accredited,12/31/2009,,2/22/2008 12:00:00 AM,1
188766,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,11/11/1983 12:00:00 AM,Accredited,12/31/2029,,,
188784,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,11/11/1976 12:00:00 AM,Accredited,12/31/2027,,,
188915,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,2/10/2004 12:00:00 AM,Accredited,,,,
188933,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/22/2004 12:00:00 AM,Accredited,12/31/2010,,,
189149,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,2/12/2007 12:00:00 AM,Accredited,09/14/2013,,1/5/2015 12:00:00 AM,1
189167,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,11/11/1978 12:00:00 AM,Accredited,12/31/2028,,,
187833,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/4/2011 12:00:00 AM,Preaccredited,,,9/1/2012 12:00:00 AM,1
187833,21,Council on Occupational Education,1,Institutional Accreditation,2,Actual,9/17/2012 12:00:00 AM,Accredited,,,12/7/2017 12:00:00 AM,1
167631003,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,3/27/2000 12:00:00 AM,Accredited,,,12/17/2008 12:00:00 AM,1
167631004,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/18/2003 12:00:00 AM,Accredited,,,12/17/2008 12:00:00 AM,1
167376004,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,8/11/2010 12:00:00 AM,Accredited,12/31/2028,,,
167376005,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/5/2011 12:00:00 AM,Accredited,12/31/2028,,,
167376006,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,2/18/2013 12:00:00 AM,Accredited,12/31/2028,,,
167376007,21,Council on Occupational Education,1,Institutional Accreditation,1,Estimated,2/22/2015 12:00:00 AM,Accredited,12/31/2019,,2/25/2021 12:00:00 AM,4
168263002,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,10/4/2011 12:00:00 AM,Accredited,12/31/2023,,8/23/2016 12:00:00 AM,2
168263003,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,2/14/2011 12:00:00 AM,Accredited,12/31/2023,,8/23/2016 12:00:00 AM,2
164207003,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,10/8/1996 12:00:00 AM,Accredited,12/31/2028,,,
164216011,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/16/2013 12:00:00 AM,Accredited,12/31/2024,,8/27/2024 12:00:00 AM,6
164216012,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/16/2013 12:00:00 AM,Accredited,12/31/2019,,3/27/2019 12:00:00 AM,1
164216013,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/16/2013 12:00:00 AM,Accredited,12/31/2019,,3/27/2019 12:00:00 AM,1
164216014,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/16/2013 12:00:00 AM,Accredited,12/31/2024,,8/27/2024 12:00:00 AM,6
146737002,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,2/13/2006 12:00:00 AM,Accredited,12/31/2028,,,
165291002,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/22/2004 12:00:00 AM,Accredited,,,1/1/2010 12:00:00 AM,1
189006,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,11/16/2005 12:00:00 AM,Accredited,12/31/2011,,7/14/2015 12:00:00 AM,1
189042,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/22/2004 12:00:00 AM,Accredited,12/31/2009,,12/13/2010 12:00:00 AM,1
189158,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,11/1/2007 12:00:00 AM,Accredited,12/31/2031,,,
189158,21,Council on Occupational Education,1,Institutional Accreditation,2,Estimated,7/1/2006 12:00:00 AM,Preaccredited,12/31/2013,,11/1/2007 12:00:00 AM,1
164216002,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/21/1999 12:00:00 AM,Accredited,,,1/1/2013 12:00:00 AM,1
164216003,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,4/6/2001 12:00:00 AM,Accredited,06/30/2028,,,
164216004,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,7/29/2011 12:00:00 AM,Accredited,06/30/2028,,,
164216005,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/21/2015 12:00:00 AM,Accredited,12/31/2024,,6/20/2025 12:00:00 AM,9
164216006,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,8/30/2001 12:00:00 AM,Accredited,12/31/2019,,3/27/2019 12:00:00 AM,2
164818002,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,2/27/2003 12:00:00 AM,Accredited,12/31/2030,,,
165705003,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,11/11/1979 12:00:00 AM,Accredited,12/31/2030,,,
166106002,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,12/11/2015 12:00:00 AM,Accredited,,,12/7/2017 12:00:00 AM,1
189325,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,2/6/2001 12:00:00 AM,Accredited,,,1/1/2005 12:00:00 AM,1
189343,21,Council on Occupational Education,1,Institutional Accreditation,1,Estimated,7/1/2006 12:00:00 AM,Preaccredited,12/31/2013,,6/8/2007 12:00:00 AM,1
189343,21,Council on Occupational Education,1,Institutional Accreditation,2,Actual,6/8/2007 12:00:00 AM,Accredited,12/31/2013,,8/13/2012 12:00:00 AM,1
146931002,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,11/16/2005 12:00:00 AM,Accredited,12/31/2029,,,
188021,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/29/2013 12:00:00 AM,Accredited,12/31/2031,,,
188021,21,Council on Occupational Education,1,Institutional Accreditation,2,Actual,6/4/2011 12:00:00 AM,Preaccredited,,,6/30/2013 12:00:00 AM,1
188623,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/22/2004 12:00:00 AM,Accredited,12/31/2026,,,
188641,21,Council on Occupational Education,1,Institutional Accreditation,1,Estimated,7/1/2005 12:00:00 AM,Preaccredited,,,9/15/2008 12:00:00 AM,1
188739,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/26/1990 12:00:00 AM,Accredited,,,2/9/2009 12:00:00 AM,1
188809,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/9/2000 12:00:00 AM,Accredited,12/31/2012,,,
188872,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/20/2005 12:00:00 AM,Accredited,,,6/13/2008 12:00:00 AM,1
188890,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/20/2005 12:00:00 AM,Accredited,12/31/2029,,,
188906,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/10/2005 12:00:00 AM,Accredited,12/31/2029,,,
188924,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/11/2004 12:00:00 AM,Accredited,12/31/2028,,6/11/2025 12:00:00 AM,4
188942,21,Council on Occupational Education,1,Institutional Accreditation,1,Estimated,7/1/2004 12:00:00 AM,Preaccredited,,,,
187888,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,4/26/2013 12:00:00 AM,Accredited,12/31/2030,,,
187888,21,Council on Occupational Education,1,Institutional Accreditation,2,Actual,6/4/2011 12:00:00 AM,Preaccredited,,,5/24/2013 12:00:00 AM,1
187921,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/17/2012 12:00:00 AM,Accredited,12/31/2018,,,
187921,21,Council on Occupational Education,1,Institutional Accreditation,2,Actual,6/4/2011 12:00:00 AM,Preaccredited,,,9/1/2012 12:00:00 AM,1
146931004,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,11/16/2005 12:00:00 AM,Accredited,12/31/2023,,1/7/2019 12:00:00 AM,3
146931004,21,Council on Occupational Education,1,Institutional Accreditation,2,Actual,11/16/2005 12:00:00 AM,Accredited,12/31/2023,,1/7/2019 12:00:00 AM,1
146931004,21,Council on Occupational Education,1,Institutional Accreditation,3,Actual,11/16/2005 12:00:00 AM,Accredited,12/31/2023,,1/7/2019 12:00:00 AM,1
146931006,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/12/2025 12:00:00 AM,Accredited,12/31/2029,,,
181677,21,Council on Occupational Education,1,Institutional Accreditation,2,Actual,2/23/2020 12:00:00 AM,Accredited,12/31/2031,,,
181677,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,11/7/2017 12:00:00 AM,Preaccredited,12/31/2025,,2/23/2020 12:00:00 AM,
180780,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,11/11/1975 12:00:00 AM,Accredited,12/31/2024,,,
180814,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,2/10/2004 12:00:00 AM,Accredited,12/31/2009,,12/31/2007 12:00:00 AM,1
180896,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,10/3/1995 12:00:00 AM,Accredited,12/31/2025,,4/18/2024 12:00:00 AM,3
180948,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,6/9/2001 12:00:00 AM,Accredited,12/31/2031,,,
181039,21,Council on Occupational Education,1,Institutional Accreditation,1,Actual,9/24/2002 12:00:00 AM,Accredited,12/31/2024,,1/8/2025 12:00:00 AM,2
